Node ID,Distance from beggining,Latitude,Longitude 
529414325,97671.327468,41.108000,1.141412
529091372,97685.633152,41.107988,1.141242
529091371,97714.329025,41.107940,1.140906
529091370,97739.551985,41.107864,1.140622
529414320,97772.548851,41.107727,1.140272
529091373,97793.932888,41.107639,1.140046
529091369,97809.865123,41.107734,1.139904
529091351,97823.986003,41.107727,1.139736
529091356,97838.956662,41.107630,1.139612
529091352,97853.813174,41.107496,1.139614
529091336,98128.054811,41.106388,1.136690
529091350,98155.795067,41.106293,1.136384
529091346,98272.801239,41.105798,1.135152
529091345,98309.541594,41.105602,1.134798
529091212,98374.336075,41.105225,1.134209
529091214,98401.090663,41.105151,1.133905
529091215,98477.374310,41.105009,1.133014
529091191,98528.519716,41.104887,1.132425
394702924,98596.478263,41.104661,1.131672
394702926,98691.188167,41.104315,1.130639
394702928,98791.824686,41.103920,1.129558
394702930,98907.660052,41.103448,1.128326
1502877698,98919.087479,41.103420,1.128195
411504115,98935.535378,41.103415,1.127998
529091088,98948.286746,41.103482,1.127875
529091089,98965.168738,41.103545,1.127691
477614668,98979.786495,41.103573,1.127521
1502877703,98988.566953,41.103578,1.127416
411504139,99000.498886,41.103569,1.127274
1502877702,99012.183004,41.103545,1.127139
411504256,99025.274040,41.103500,1.126994
1502877701,99038.326284,41.103436,1.126863
411504133,99053.687271,41.103341,1.126730
411504118,99075.362948,41.103177,1.126591
532533145,99088.206113,41.103068,1.126541
477614669,99097.548511,41.102985,1.126520
477614671,99123.069351,41.102809,1.126325
529091069,99193.536346,41.102485,1.125602
529091070,99262.302270,41.102125,1.124935
477614673,99382.801616,41.101482,1.123777
529091066,99479.327534,41.101033,1.122791
332488008,99638.846244,41.100296,1.121158
332488009,99745.939452,41.099853,1.120023
332488010,100098.415267,41.098425,1.116267
332488011,100465.770892,41.096922,1.112364
332488012,100848.966866,41.095373,1.108279
332488013,101127.735200,41.094223,1.105322
530682423,101445.182734,41.093023,1.101886
530682425,101637.390295,41.092252,1.099833
530682409,101826.700557,41.091487,1.097814
530682400,102092.764078,41.090493,1.094926
530682401,102118.607074,41.090390,1.094650
530682334,102560.584191,41.088631,1.089921
530682321,103268.014037,41.085748,1.082397
530682313,103652.074982,41.084182,1.078312
530682301,103748.144867,41.083841,1.077259
1409150359,103785.782686,41.083721,1.076839
530682283,103824.422232,41.083610,1.076402
1409150352,103859.251756,41.083524,1.076002
530682284,103902.008950,41.083431,1.075507
1409150344,103923.231335,41.083391,1.075260
1409150341,103944.275153,41.083353,1.075014
1409150340,103974.574540,41.083310,1.074657
530682275,104006.942624,41.083271,1.074274
1409150335,104029.827552,41.083250,1.074002
1409150333,104053.388700,41.083234,1.073722
1409150331,104070.955286,41.083223,1.073513
530682263,104097.857874,41.083215,1.073192
1409150330,104146.319457,41.083217,1.072614
